Id,ActivityDay,ActivityHour,TotalIntensity,AverageIntensity,StepTotal,Calories
1503960366,15-04-2016,20:00,8,0.133333,77,64
1503960366,15-04-2016,21:00,14,0.233333,280,75
1503960366,15-04-2016,22:00,66,1.1,2145,151
1503960366,15-04-2016,23:00,95,1.583333,2768,182
1503960366,16-04-2016,00:00,15,0.25,459,77
1503960366,16-04-2016,01:00,0,0,0,48
1503960366,16-04-2016,02:00,3,0.05,63,52
1503960366,16-04-2016,03:00,1,0.016667,6,48
1503960366,16-04-2016,04:00,1,0.016667,6,49
1503960366,16-04-2016,05:00,1,0.016667,12,49
1503960366,16-04-2016,06:00,0,0,0,48
1503960366,16-04-2016,07:00,4,0.066667,101,54
1503960366,16-04-2016,08:00,9,0.15,175,62
1503960366,16-04-2016,09:00,38,0.633333,1181,124
1503960366,16-04-2016,10:00,14,0.233333,1295,110
1503960366,16-04-2016,11:00,30,0.5,2043,147
1503960366,16-04-2016,12:00,42,0.7,1513,119
1503960366,16-04-2016,13:00,90,1.5,3616,214
1503960366,16-04-2016,14:00,20,0.333333,580,82
1503960366,16-04-2016,15:00,0,0,0,51
1503960366,16-04-2016,16:00,2,0.033333,15,54
1503960366,16-04-2016,17:00,17,0.283333,380,79
1503960366,16-04-2016,18:00,10,0.166667,96,65
1503960366,16-04-2016,19:00,12,0.2,146,67
1503960366,16-04-2016,20:00,19,0.316667,385,81
1503960366,16-04-2016,21:00,13,0.216667,463,75
1503960366,16-04-2016,22:00,3,0.05,42,55
1503960366,16-04-2016,23:00,5,0.083333,92,56
1503960366,17-04-2016,00:00,0,0,0,47
1503960366,17-04-2016,01:00,0,0,0,48
1503960366,17-04-2016,02:00,0,0,0,47
1503960366,17-04-2016,03:00,1,0.016667,8,49
1503960366,17-04-2016,04:00,0,0,0,48
1503960366,17-04-2016,05:00,0,0,0,48
1503960366,17-04-2016,06:00,0,0,0,48
1503960366,17-04-2016,07:00,0,0,0,48
1503960366,17-04-2016,08:00,0,0,0,48
1503960366,17-04-2016,09:00,0,0,0,48
1503960366,17-04-2016,10:00,0,0,0,47
1503960366,17-04-2016,11:00,9,0.15,84,63
1503960366,17-04-2016,12:00,18,0.3,260,76
1503960366,17-04-2016,13:00,23,0.383333,402,83
1503960366,17-04-2016,14:00,10,0.166667,252,69
1503960366,17-04-2016,15:00,13,0.216667,191,73
1503960366,17-04-2016,16:00,2,0.033333,13,57
1503960366,17-04-2016,17:00,71,1.183333,2613,174
1503960366,17-04-2016,18:00,39,0.65,1616,136
1503960366,17-04-2016,19:00,24,0.4,754,95
1503960366,17-04-2016,20:00,87,1.45,2955,191
1503960366,17-04-2016,21:00,16,0.266667,487,79
1503960366,17-04-2016,22:00,5,0.083333,70,58
1503960366,17-04-2016,23:00,0,0,0,50
1503960366,18-04-2016,00:00,21,0.35,416,82
1503960366,18-04-2016,01:00,0,0,0,48
1503960366,18-04-2016,02:00,0,0,0,47
1503960366,18-04-2016,03:00,0,0,0,47
1503960366,18-04-2016,04:00,0,0,0,47
1503960366,18-04-2016,05:00,0,0,0,47
1503960366,18-04-2016,06:00,0,0,0,47
1503960366,18-04-2016,07:00,0,0,0,47
1503960366,18-04-2016,08:00,0,0,0,47
1503960366,18-04-2016,09:00,39,0.65,1688,133
1503960366,18-04-2016,10:00,17,0.283333,380,81
1503960366,18-04-2016,11:00,15,0.25,328,73
1503960366,18-04-2016,12:00,40,0.666667,1306,118
1503960366,18-04-2016,13:00,9,0.15,268,70
1503960366,18-04-2016,14:00,7,0.116667,137,64
1503960366,18-04-2016,15:00,14,0.233333,495,80
1503960366,18-04-2016,16:00,17,0.283333,277,78
1503960366,18-04-2016,17:00,18,0.3,304,79
1503960366,18-04-2016,18:00,114,1.9,4074,234
1503960366,18-04-2016,19:00,30,0.5,2101,157
1503960366,18-04-2016,20:00,2,0.033333,28,57
1503960366,18-04-2016,21:00,11,0.183333,187,68
1503960366,18-04-2016,22:00,19,0.316667,542,86
1503960366,18-04-2016,23:00,18,0.3,488,83
1503960366,19-04-2016,00:00,0,0,0,47
1503960366,19-04-2016,01:00,1,0.016667,22,49
1503960366,19-04-2016,02:00,0,0,0,47
1503960366,19-04-2016,03:00,2,0.033333,9,50
1503960366,19-04-2016,04:00,0,0,0,47
1503960366,19-04-2016,05:00,0,0,0,47
1503960366,19-04-2016,06:00,1,0.016667,7,49
1503960366,19-04-2016,07:00,19,0.316667,316,75
1503960366,19-04-2016,08:00,38,0.633333,1656,130
1503960366,19-04-2016,09:00,16,0.266667,367,79
1503960366,19-04-2016,10:00,16,0.266667,203,75
1503960366,19-04-2016,11:00,13,0.216667,194,72
1503960366,19-04-2016,12:00,61,1.016667,1887,143
1503960366,19-04-2016,13:00,65,1.083333,2697,171
1503960366,19-04-2016,14:00,12,0.2,409,76
1503960366,19-04-2016,15:00,12,0.2,299,72
1503960366,19-04-2016,16:00,9,0.15,297,71
1503960366,19-04-2016,17:00,13,0.216667,732,90
1503960366,19-04-2016,18:00,30,0.5,1280,120
1503960366,19-04-2016,19:00,31,0.516667,397,93
1503960366,19-04-2016,20:00,69,1.15,2487,159
1503960366,19-04-2016,21:00,16,0.266667,826,94
1503960366,19-04-2016,22:00,4,0.066667,52,58
1503960366,19-04-2016,23:00,48,0.8,1369,120
1503960366,20-04-2016,00:00,2,0.033333,16,54
1503960366,20-04-2016,01:00,2,0.033333,36,53
1503960366,20-04-2016,02:00,0,0,0,47
1503960366,20-04-2016,03:00,0,0,0,48
1503960366,20-04-2016,04:00,0,0,0,48
1503960366,20-04-2016,05:00,0,0,0,47
1503960366,20-04-2016,06:00,0,0,0,48
1503960366,20-04-2016,07:00,3,0.05,29,51
1503960366,20-04-2016,08:00,14,0.233333,264,70
1503960366,20-04-2016,09:00,50,0.833333,1993,144
1503960366,20-04-2016,10:00,13,0.216667,459,79
1503960366,20-04-2016,11:00,1,0.016667,65,58
1503960366,20-04-2016,12:00,8,0.133333,185,64
1503960366,20-04-2016,13:00,5,0.083333,64,61
1503960366,20-04-2016,14:00,39,0.65,1270,113
1503960366,20-04-2016,15:00,21,0.35,797,97
1503960366,20-04-2016,16:00,11,0.183333,261,70
1503960366,20-04-2016,17:00,2,0.033333,13,57
1503960366,20-04-2016,18:00,32,0.533333,1308,114
1503960366,20-04-2016,19:00,36,0.6,1558,117
1503960366,20-04-2016,20:00,12,0.2,499,80
1503960366,20-04-2016,21:00,22,0.366667,395,83
1503960366,20-04-2016,22:00,7,0.116667,77,62
1503960366,20-04-2016,23:00,33,0.55,1255,120
1503960366,21-04-2016,00:00,2,0.033333,17,54
1503960366,21-04-2016,01:00,8,0.133333,129,61
1503960366,21-04-2016,02:00,5,0.083333,81,55
1503960366,21-04-2016,03:00,0,0,0,48
1503960366,21-04-2016,04:00,0,0,0,47
1503960366,21-04-2016,05:00,0,0,0,47
1503960366,21-04-2016,06:00,0,0,0,48
1503960366,21-04-2016,07:00,3,0.05,38,52
1503960366,21-04-2016,08:00,15,0.25,245,71
1503960366,21-04-2016,09:00,26,0.433333,1672,133
1503960366,21-04-2016,10:00,16,0.266667,255,77
1503960366,21-04-2016,11:00,0,0,0,55
1503960366,21-04-2016,12:00,11,0.183333,384,73
1503960366,21-04-2016,13:00,25,0.416667,1140,113
1503960366,21-04-2016,14:00,2,0.033333,12,58
1503960366,21-04-2016,15:00,8,0.133333,213,68
1503960366,21-04-2016,16:00,4,0.066667,26,60
1503960366,21-04-2016,17:00,5,0.083333,96,60
1503960366,21-04-2016,18:00,9,0.15,213,69
1503960366,21-04-2016,19:00,8,0.133333,100,64
1503960366,21-04-2016,20:00,92,1.533333,3541,213
1503960366,21-04-2016,21:00,21,0.35,970,104
1503960366,21-04-2016,22:00,9,0.15,89,63
1503960366,21-04-2016,23:00,15,0.25,598,84
1503960366,22-04-2016,00:00,0,0,0,47
1503960366,22-04-2016,01:00,0,0,0,47
1503960366,22-04-2016,02:00,0,0,0,47
1503960366,22-04-2016,03:00,0,0,0,47
1503960366,22-04-2016,04:00,0,0,0,47
1503960366,22-04-2016,05:00,0,0,0,47
1503960366,22-04-2016,06:00,0,0,0,47
1503960366,22-04-2016,07:00,0,0,0,47
1503960366,22-04-2016,08:00,0,0,0,47
1503960366,22-04-2016,09:00,13,0.216667,192,65
1503960366,22-04-2016,10:00,2,0.033333,29,54
1503960366,22-04-2016,11:00,34,0.566667,958,102
1503960366,22-04-2016,12:00,2,0.033333,38,57
1503960366,22-04-2016,13:00,4,0.066667,118,60
1503960366,22-04-2016,14:00,0,0,0,54
1503960366,22-04-2016,15:00,10,0.166667,180,66
1503960366,22-04-2016,16:00,4,0.066667,22,58
1503960366,22-04-2016,17:00,18,0.3,1041,104
1503960366,22-04-2016,18:00,23,0.383333,514,87
1503960366,22-04-2016,19:00,16,0.266667,629,82
1503960366,22-04-2016,20:00,13,0.216667,329,71
1503960366,22-04-2016,21:00,159,2.65,5934,311
1503960366,22-04-2016,22:00,30,0.5,855,95
1503960366,22-04-2016,23:00,54,0.9,1925,136
1503960366,23-04-2016,00:00,9,0.15,182,63
1503960366,23-04-2016,01:00,0,0,0,47
1503960366,23-04-2016,02:00,1,0.016667,11,49
1503960366,23-04-2016,03:00,0,0,0,47
1503960366,23-04-2016,04:00,0,0,0,47
1503960366,23-04-2016,05:00,0,0,0,48
1503960366,23-04-2016,06:00,2,0.033333,12,50
1503960366,23-04-2016,07:00,0,0,0,48
1503960366,23-04-2016,08:00,8,0.133333,127,59
1503960366,23-04-2016,09:00,17,0.283333,285,75
1503960366,23-04-2016,10:00,4,0.066667,49,56
1503960366,23-04-2016,11:00,11,0.183333,703,84
1503960366,23-04-2016,12:00,49,0.816667,1597,129
1503960366,23-04-2016,13:00,51,0.85,1453,129
1503960366,23-04-2016,14:00,20,0.333333,202,78
1503960366,23-04-2016,15:00,15,0.25,158,73
1503960366,23-04-2016,16:00,52,0.866667,2008,140
1503960366,23-04-2016,17:00,26,0.433333,1472,121
1503960366,23-04-2016,18:00,66,1.1,2569,173
1503960366,23-04-2016,19:00,2,0.033333,29,51
1503960366,23-04-2016,20:00,9,0.15,142,63
1503960366,23-04-2016,21:00,54,0.9,2432,162
1503960366,23-04-2016,22:00,25,0.416667,709,96
1503960366,23-04-2016,23:00,6,0.1,231,60
1503960366,24-04-2016,00:00,10,0.166667,141,66
1503960366,24-04-2016,01:00,2,0.033333,42,54
1503960366,24-04-2016,02:00,0,0,0,48
1503960366,24-04-2016,03:00,0,0,0,48
1503960366,24-04-2016,04:00,1,0.016667,8,49
1503960366,24-04-2016,05:00,0,0,0,48
1503960366,24-04-2016,06:00,1,0.016667,7,49
1503960366,24-04-2016,07:00,0,0,0,47
1503960366,24-04-2016,08:00,1,0.016667,8,49
1503960366,24-04-2016,09:00,8,0.133333,76,59
1503960366,24-04-2016,10:00,26,0.433333,492,90
1503960366,24-04-2016,11:00,12,0.2,149,67
1503960366,24-04-2016,12:00,12,0.2,548,82
1503960366,24-04-2016,13:00,12,0.2,394,74
1503960366,24-04-2016,14:00,1,0.016667,26,52
1503960366,24-04-2016,15:00,2,0.033333,27,52
1503960366,24-04-2016,16:00,29,0.483333,885,102
1503960366,24-04-2016,17:00,25,0.416667,411,86
1503960366,24-04-2016,18:00,40,0.666667,911,115
1503960366,24-04-2016,19:00,131,2.183333,4871,270
1503960366,24-04-2016,20:00,18,0.3,342,76
1503960366,24-04-2016,21:00,17,0.283333,244,74
1503960366,24-04-2016,22:00,7,0.116667,66,61
1503960366,24-04-2016,23:00,10,0.166667,391,72
1503960366,25-04-2016,00:00,8,0.133333,95,62
1503960366,25-04-2016,01:00,3,0.05,22,53
1503960366,25-04-2016,02:00,6,0.1,97,57
1503960366,25-04-2016,03:00,0,0,0,47
1503960366,25-04-2016,04:00,2,0.033333,25,50
1503960366,25-04-2016,05:00,1,0.016667,4,49
1503960366,25-04-2016,06:00,0,0,0,47
1503960366,25-04-2016,07:00,3,0.05,44,52
1503960366,25-04-2016,08:00,22,0.366667,426,83
1503960366,25-04-2016,09:00,46,0.766667,2041,146
1503960366,25-04-2016,10:00,12,0.2,258,73
1503960366,25-04-2016,11:00,24,0.4,1468,121
1503960366,25-04-2016,12:00,19,0.316667,707,92
1503960366,25-04-2016,13:00,13,0.216667,299,75
1503960366,25-04-2016,14:00,5,0.083333,94,62
1503960366,25-04-2016,15:00,13,0.216667,359,76
1503960366,25-04-2016,16:00,10,0.166667,263,71
1503960366,25-04-2016,17:00,8,0.133333,188,67
1503960366,25-04-2016,18:00,6,0.1,116,61
1503960366,25-04-2016,19:00,86,1.433333,2815,182
1503960366,25-04-2016,20:00,30,0.5,895,95
1503960366,25-04-2016,21:00,132,2.2,4895,267
1503960366,25-04-2016,22:00,11,0.183333,188,68
1503960366,25-04-2016,23:00,3,0.05,56,54
1503960366,26-04-2016,00:00,4,0.066667,101,56
1503960366,26-04-2016,01:00,11,0.183333,178,66
1503960366,26-04-2016,02:00,0,0,0,51
1503960366,26-04-2016,03:00,11,0.183333,145,64
1503960366,26-04-2016,04:00,0,0,0,48
1503960366,26-04-2016,05:00,1,0.016667,7,49
1503960366,26-04-2016,06:00,0,0,0,48
1503960366,26-04-2016,07:00,3,0.05,28,52
1503960366,26-04-2016,08:00,13,0.216667,173,67
1503960366,26-04-2016,09:00,31,0.516667,1826,139
1503960366,26-04-2016,10:00,22,0.366667,666,92
1503960366,26-04-2016,11:00,17,0.283333,266,78
1503960366,26-04-2016,12:00,10,0.166667,415,74
1503960366,26-04-2016,13:00,42,0.7,1571,126
1503960366,26-04-2016,14:00,60,1,1998,142
1503960366,26-04-2016,15:00,9,0.15,323,74
1503960366,26-04-2016,16:00,22,0.366667,697,93
1503960366,26-04-2016,17:00,5,0.083333,143,60
1503960366,26-04-2016,18:00,72,1.2,2513,169
1503960366,26-04-2016,19:00,15,0.25,148,73
1503960366,26-04-2016,20:00,26,0.433333,1649,127
1503960366,26-04-2016,21:00,14,0.233333,450,79
1503960366,26-04-2016,22:00,9,0.15,148,66
1503960366,26-04-2016,23:00,21,0.35,310,80
1503960366,27-04-2016,00:00,10,0.166667,277,68
1503960366,27-04-2016,01:00,5,0.083333,60,59
1503960366,27-04-2016,02:00,2,0.033333,17,53
1503960366,27-04-2016,03:00,0,0,0,47
1503960366,27-04-2016,04:00,0,0,0,47
1503960366,27-04-2016,05:00,0,0,0,47
1503960366,27-04-2016,06:00,0,0,0,47
1503960366,27-04-2016,07:00,0,0,0,47
1503960366,27-04-2016,08:00,0,0,0,47
1503960366,27-04-2016,09:00,33,0.55,1916,149
1503960366,27-04-2016,10:00,27,0.45,502,93
1503960366,27-04-2016,11:00,23,0.383333,797,100
1503960366,27-04-2016,12:00,12,0.2,701,89
1503960366,27-04-2016,13:00,13,0.216667,319,76
1503960366,27-04-2016,14:00,35,0.583333,1932,150
1503960366,27-04-2016,15:00,6,0.1,59,63
1503960366,27-04-2016,16:00,7,0.116667,98,64
1503960366,27-04-2016,17:00,13,0.216667,261,73
1503960366,27-04-2016,18:00,73,1.216667,2714,178
1503960366,27-04-2016,19:00,150,2.5,5786,318
1503960366,27-04-2016,20:00,70,1.166667,2420,174
1503960366,27-04-2016,21:00,20,0.333333,266,76
1503960366,27-04-2016,22:00,0,0,0,47
1503960366,27-04-2016,23:00,0,0,0,47
1503960366,28-04-2016,00:00,0,0,0,47
1503960366,28-04-2016,01:00,10,0.166667,127,62
1503960366,28-04-2016,02:00,0,0,0,48
1503960366,28-04-2016,03:00,0,0,0,47
1503960366,28-04-2016,04:00,0,0,0,48
1503960366,28-04-2016,05:00,0,0,0,47
1503960366,28-04-2016,06:00,0,0,0,48
1503960366,28-04-2016,07:00,1,0.016667,14,49
1503960366,28-04-2016,08:00,11,0.183333,128,63
1503960366,28-04-2016,09:00,38,0.633333,1192,116
1503960366,28-04-2016,10:00,19,0.316667,987,105
1503960366,28-04-2016,11:00,10,0.166667,288,73
1503960366,28-04-2016,12:00,16,0.266667,317,78
1503960366,28-04-2016,13:00,33,0.55,1144,108
1503960366,28-04-2016,14:00,47,0.783333,1512,124
1503960366,28-04-2016,15:00,5,0.083333,115,61
1503960366,28-04-2016,16:00,10,0.166667,554,81
1503960366,28-04-2016,17:00,11,0.183333,235,72
1503960366,28-04-2016,18:00,56,0.933333,1829,138
1503960366,28-04-2016,19:00,1,0.016667,13,56
1503960366,28-04-2016,20:00,50,0.833333,2122,151
1503960366,28-04-2016,21:00,21,0.35,986,103
1503960366,28-04-2016,22:00,2,0.033333,16,55
1503960366,28-04-2016,23:00,48,0.8,1512,121
1503960366,29-04-2016,00:00,9,0.15,202,65
1503960366,29-04-2016,01:00,0,0,0,49
1503960366,29-04-2016,02:00,4,0.066667,71,54
1503960366,29-04-2016,03:00,0,0,0,47
1503960366,29-04-2016,04:00,0,0,0,47
1503960366,29-04-2016,05:00,0,0,0,48
1503960366,29-04-2016,06:00,0,0,0,47
1503960366,29-04-2016,07:00,3,0.05,27,52
1503960366,29-04-2016,08:00,13,0.216667,201,67
1503960366,29-04-2016,09:00,33,0.55,1820,142
1503960366,29-04-2016,10:00,4,0.066667,44,60
1503960366,29-04-2016,11:00,4,0.066667,104,60
1503960366,29-04-2016,12:00,6,0.1,214,65
1503960366,29-04-2016,13:00,6,0.1,41,62
1503960366,29-04-2016,14:00,56,0.933333,1711,136
1503960366,29-04-2016,15:00,23,0.383333,1076,110
1503960366,29-04-2016,16:00,10,0.166667,285,73
1503960366,29-04-2016,17:00,9,0.15,380,75
1503960366,29-04-2016,18:00,5,0.083333,118,60
1503960366,29-04-2016,19:00,11,0.183333,267,71
1503960366,29-04-2016,20:00,16,0.266667,386,80
1503960366,29-04-2016,21:00,20,0.333333,1366,118
1503960366,29-04-2016,22:00,27,0.45,1111,111
1503960366,29-04-2016,23:00,56,0.933333,1757,140
1503960366,30-04-2016,00:00,1,0.016667,19,51
1503960366,30-04-2016,01:00,7,0.116667,65,57
1503960366,30-04-2016,02:00,0,0,0,47
1503960366,30-04-2016,03:00,1,0.016667,6,49
1503960366,30-04-2016,04:00,0,0,0,47
1503960366,30-04-2016,05:00,0,0,0,48
1503960366,30-04-2016,06:00,0,0,0,48
1503960366,30-04-2016,07:00,0,0,0,48
1503960366,30-04-2016,08:00,3,0.05,60,52
1503960366,30-04-2016,09:00,11,0.183333,148,64
1503960366,30-04-2016,10:00,17,0.283333,239,72
1503960366,30-04-2016,11:00,7,0.116667,127,62
1503960366,30-04-2016,12:00,4,0.066667,92,58
1503960366,30-04-2016,13:00,11,0.183333,141,65
1503960366,30-04-2016,14:00,22,0.366667,520,85
1503960366,30-04-2016,15:00,26,0.433333,993,94
1503960366,30-04-2016,16:00,99,1.65,3388,203
1503960366,30-04-2016,17:00,55,0.916667,2176,160
1503960366,30-04-2016,18:00,71,1.183333,2319,159
1503960366,30-04-2016,19:00,4,0.066667,92,60
1503960366,30-04-2016,20:00,5,0.083333,117,62
1503960366,30-04-2016,21:00,22,0.366667,840,96
1503960366,30-04-2016,22:00,47,0.783333,2139,144
1503960366,30-04-2016,23:00,28,0.466667,1192,116
1503960366,01-05-2016,00:00,9,0.15,247,64
1503960366,01-05-2016,01:00,8,0.133333,59,60
1503960366,01-05-2016,02:00,2,0.033333,36,50
1503960366,01-05-2016,03:00,1,0.016667,4,48
1503960366,01-05-2016,04:00,0,0,0,47
1503960366,01-05-2016,05:00,0,0,0,48
1503960366,01-05-2016,06:00,0,0,0,47
1503960366,01-05-2016,07:00,3,0.05,41,52
1503960366,01-05-2016,08:00,6,0.1,94,56
1503960366,01-05-2016,09:00,12,0.2,198,67
1503960366,01-05-2016,10:00,6,0.1,146,61
1503960366,01-05-2016,11:00,10,0.166667,103,65
1503960366,01-05-2016,12:00,10,0.166667,130,66
1503960366,01-05-2016,13:00,5,0.083333,85,57
1503960366,01-05-2016,14:00,25,0.416667,540,91
1503960366,01-05-2016,15:00,21,0.35,294,81
1503960366,01-05-2016,16:00,23,0.383333,823,97
1503960366,01-05-2016,17:00,33,0.55,1053,108
1503960366,01-05-2016,18:00,70,1.166667,2007,159
1503960366,01-05-2016,19:00,14,0.233333,177,71
1503960366,01-05-2016,20:00,6,0.1,93,59
1503960366,01-05-2016,21:00,25,0.416667,363,86
1503960366,01-05-2016,22:00,50,0.833333,1552,127
1503960366,01-05-2016,23:00,76,1.266667,2557,161
1503960366,02-05-2016,00:00,0,0,0,50
1503960366,02-05-2016,01:00,7,0.116667,119,59
1503960366,02-05-2016,02:00,0,0,0,47
1503960366,02-05-2016,03:00,1,0.016667,21,49
1503960366,02-05-2016,04:00,0,0,0,47
1503960366,02-05-2016,05:00,0,0,0,47
1503960366,02-05-2016,06:00,0,0,0,47
1503960366,02-05-2016,07:00,3,0.05,28,51
1503960366,02-05-2016,08:00,12,0.2,245,68
1503960366,02-05-2016,09:00,30,0.5,1690,142
1503960366,02-05-2016,10:00,19,0.316667,369,82
1503960366,02-05-2016,11:00,16,0.266667,384,78
1503960366,02-05-2016,12:00,64,1.066667,2116,153
1503960366,02-05-2016,13:00,21,0.35,1064,107
1503960366,02-05-2016,14:00,13,0.216667,355,75
1503960366,02-05-2016,15:00,11,0.183333,418,76
1503960366,02-05-2016,16:00,24,0.4,420,88
1503960366,02-05-2016,17:00,12,0.2,340,73
1503960366,02-05-2016,18:00,9,0.15,227,68
1503960366,02-05-2016,19:00,13,0.216667,235,73
1503960366,02-05-2016,20:00,105,1.75,3903,231
1503960366,02-05-2016,21:00,25,0.416667,1427,119
1503960366,02-05-2016,22:00,28,0.466667,945,106
1503960366,02-05-2016,23:00,17,0.283333,404,80
1503960366,03-05-2016,00:00,3,0.05,55,54
1503960366,03-05-2016,01:00,6,0.1,79,58
1503960366,03-05-2016,02:00,1,0.016667,20,49
1503960366,03-05-2016,03:00,5,0.083333,110,57
1503960366,03-05-2016,04:00,0,0,0,47
1503960366,03-05-2016,05:00,0,0,0,47
1503960366,03-05-2016,06:00,2,0.033333,16,50
1503960366,03-05-2016,07:00,3,0.05,23,51
1503960366,03-05-2016,08:00,11,0.183333,158,64
1503960366,03-05-2016,09:00,24,0.4,1391,114
1503960366,03-05-2016,10:00,25,0.416667,955,99
1503960366,03-05-2016,11:00,12,0.2,297,74
1503960366,03-05-2016,12:00,17,0.283333,396,81
1503960366,03-05-2016,13:00,23,0.383333,309,83
1503960366,03-05-2016,14:00,26,0.433333,384,88
1503960366,03-05-2016,15:00,46,0.766667,1719,136
1503960366,03-05-2016,16:00,33,0.55,870,103
1503960366,03-05-2016,17:00,18,0.3,690,89
1503960366,03-05-2016,18:00,86,1.433333,3119,191
1503960366,03-05-2016,19:00,5,0.083333,140,58
1503960366,03-05-2016,20:00,1,0.016667,6,50
1503960366,03-05-2016,21:00,37,0.616667,1333,109
1503960366,03-05-2016,22:00,58,0.966667,2549,163
1503960366,03-05-2016,23:00,10,0.166667,484,77
1503960366,04-05-2016,00:00,17,0.283333,400,79
1503960366,04-05-2016,01:00,2,0.033333,18,53
